배출년도,배출월,배출일,시군구명,배출량(g),배출량비율(%),배출횟수,배출횟수비율(%)
2020,10,31,고양시,1302300,3.06,971,3.06
2020,10,31,과천시,306450,4.07,226,3.46
2020,10,31,구리시,19270450,2.97,6965,2.87
2020,10,31,군포시,6215900,3.14,3893,2.92
2020,10,31,남양주시,24173750,3.15,13490,2.94
2020,10,31,동두천시,6965200,3.17,4050,2.97
2020,10,31,부천시,20295850,3.23,12154,3.05
2020,10,31,성남시중원구,217450,2.79,158,2.8
2020,10,31,성남시분당구,415350,3,303,2.95
2020,10,31,수원시팔달구,11237800,3.19,7154,3.01
2020,10,31,수원시영통구,43473350,3,27035,2.94
2020,10,31,수원시장안구,23460900,3.1,14223,2.91
2020,10,31,수원시권선구,35359400,3.14,21196,2.95
2020,10,31,시흥시,14904100,3.03,8726,2.89
2020,10,31,안양시,7227600,3.14,4409,2.97
2020,10,31,양주시,19073400,3.18,11229,2.96
2020,10,31,여주시,5326300,3.6,2353,3.23
2020,10,31,오산시,25569775,3.11,14415,2.94
2020,10,31,용인시,102547950,3.11,61803,2.91
2020,10,31,의왕시,20016800,2.98,5618,2.97
2020,10,31,의정부시,8311950,3.08,4970,2.88
2020,10,31,이천시,14740550,3.19,6857,2.94
2020,10,31,파주시,25395886,3.19,14553,2.93
2020,10,31,평택시,7830850,3.15,4182,2.89
2020,10,31,포천시,7593600,3.61,3935,3.14
2020,10,31,하남시,11770500,2.71,239,3.09
2020,10,31,화성시,87807761,3.08,47130,2.88
2020,10,30,고양시,1329600,3.13,946,2.99
2020,10,30,과천시,219000,2.91,186,2.84
2020,10,30,구리시,25418000,3.92,7431,3.06
2020,10,30,군포시,5651100,2.85,3804,2.85
2020,10,30,남양주시,22731900,2.96,13562,2.95
2020,10,30,동두천시,6600650,3.01,4051,2.97
2020,10,30,부천시,18626100,2.97,11775,2.95
2020,10,30,성남시분당구,433700,3.14,319,3.1
2020,10,30,성남시중원구,274100,3.51,197,3.5
2020,10,30,수원시장안구,21741950,2.87,14173,2.9
2020,10,30,수원시권선구,32977850,2.93,21087,2.94
2020,10,30,수원시영통구,44008950,3.04,26541,2.89
2020,10,30,수원시팔달구,10115550,2.87,6868,2.89
2020,10,30,시흥시,13969700,2.84,8431,2.79
2020,10,30,안양시,6798550,2.96,4262,2.87
2020,10,30,양주시,17669950,2.95,11035,2.91
2020,10,30,여주시,4358250,2.94,2133,2.93
2020,10,30,오산시,23816324,2.89,14265,2.91
2020,10,30,용인시,92713000,2.81,59802,2.82
2020,10,30,의왕시,25554300,3.8,5604,2.97
2020,10,30,의정부시,7626700,2.83,4850,2.81
2020,10,30,이천시,13511350,2.92,6708,2.88
2020,10,30,파주시,22798003,2.86,14206,2.86
2020,10,30,평택시,7351900,2.96,4247,2.93
2020,10,30,포천시,6227250,2.96,3689,2.95
2020,10,30,하남시,12717500,2.93,250,3.23
2020,10,30,화성시,81528979,2.86,46215,2.83
2020,10,29,고양시,1347650,3.17,1035,3.27
2020,10,29,과천시,235650,3.13,201,3.07
2020,10,29,구리시,19281500,2.97,7090,2.92
2020,10,29,군포시,5567800,2.81,3855,2.89
2020,10,29,남양주시,23927000,3.12,14375,3.13
2020,10,29,동두천시,6555600,2.99,4048,2.97
2020,10,29,부천시,18979500,3.02,12062,3.02
2020,10,29,성남시중원구,270350,3.47,190,3.37
2020,10,29,성남시분당구,405950,2.94,312,3.04
2020,10,29,수원시영통구,41340250,2.85,27513,2.99
2020,10,29,수원시권선구,32917900,2.93,21265,2.96
2020,10,29,수원시장안구,23686850,3.13,15543,3.18
2020,10,29,수원시팔달구,10239950,2.9,6916,2.91
2020,10,29,시흥시,13833050,2.82,8702,2.88
2020,10,29,안양시,6306600,2.74,4097,2.76
2020,10,29,양주시,18685150,3.12,11582,3.06
2020,10,29,여주시,4336350,2.93,2103,2.89
2020,10,29,오산시,24162475,2.94,14453,2.95
2020,10,29,용인시,98503800,2.99,63784,3.01
2020,10,29,의왕시,17574800,2.61,5624,2.98
2020,10,29,의정부시,7955850,2.95,5173,3
2020,10,29,이천시,13421850,2.9,6825,2.93
2020,10,29,파주시,24119608,3.03,15095,3.04
2020,10,29,평택시,7308750,2.94,4287,2.96
2020,10,29,포천시,6535300,3.11,3681,2.94
2020,10,29,하남시,12131000,2.8,244,3.15
2020,10,29,화성시,84034247,2.95,48347,2.96
2020,10,28,고양시,1250700,2.94,955,3.01
2020,10,28,과천시,240150,3.19,201,3.07
2020,10,28,구리시,25793750,3.97,7495,3.08
2020,10,28,군포시,6342650,3.2,4302,3.22
2020,10,28,남양주시,24708400,3.22,14797,3.22
2020,10,28,동두천시,6658650,3.03,4078,2.99
2020,10,28,부천시,19288100,3.07,12346,3.09
2020,10,28,성남시중원구,198650,2.55,148,2.63
2020,10,28,성남시분당구,380400,2.75,278,2.71
2020,10,28,수원시장안구,23504100,3.1,15310,3.13
2020,10,28,수원시권선구,33583900,2.99,21740,3.03
2020,10,28,수원시영통구,49264550,3.4,28427,3.09
2020,10,28,수원시팔달구,11453500,3.25,7739,3.26
2020,10,28,시흥시,15459950,3.15,9494,3.15
2020,10,28,안양시,7013000,3.05,4567,3.08
2020,10,28,양주시,18112800,3.02,11298,2.98
2020,10,28,여주시,4774150,3.22,2289,3.14
2020,10,28,오산시,25177083,3.06,15146,3.09
2020,10,28,용인시,100931650,3.06,65170,3.07
2020,10,28,의왕시,24467800,3.64,5612,2.97
2020,10,28,의정부시,8239400,3.05,5242,3.04
2020,10,28,이천시,14243150,3.08,7109,3.05
2020,10,28,파주시,23715472,2.98,14920,3.01
2020,10,28,평택시,7541100,3.03,4457,3.08
2020,10,28,포천시,6146300,2.92,3579,2.86
2020,10,28,하남시,13082000,3.02,242,3.13
2020,10,28,화성시,84371138,2.96,48398,2.96
2020,10,27,고양시,1292800,3.04,959,3.03
2020,10,27,과천시,241700,3.21,205,3.14
2020,10,27,구리시,27318000,4.21,7465,3.07
2020,10,27,군포시,6369400,3.21,4236,3.17
2020,10,27,남양주시,23159500,3.02,13889,3.02
2020,10,27,동두천시,6747200,3.07,4096,3
2020,10,27,부천시,19649000,3.13,12486,3.13
2020,10,27,성남시중원구,218900,2.81,158,2.8
2020,10,27,성남시분당구,493250,3.57,363,3.53
2020,10,27,수원시장안구,22646950,2.99,14755,3.02
2020,10,27,수원시팔달구,10695050,3.03,7150,3.01
2020,10,27,수원시권선구,33801750,3,21795,3.03
2020,10,27,수원시영통구,42662900,2.94,27953,3.04
2020,10,27,시흥시,14838500,3.02,9037,3
2020,10,27,안양시,6684800,2.91,4289,2.89
2020,10,27,양주시,18114150,3.02,11459,3.02
2020,10,27,여주시,4383100,2.96,2157,2.96
2020,10,27,오산시,24788277,3.01,15005,3.06
2020,10,27,용인시,101478900,3.08,65427,3.09
2020,10,27,의왕시,21307050,3.17,5646,2.99
2020,10,27,의정부시,8518400,3.16,5273,3.06
2020,10,27,이천시,13751200,2.98,6809,2.92
2020,10,27,파주시,25583290,3.21,15801,3.18
2020,10,27,평택시,7379100,2.97,4354,3.01
2020,10,27,포천시,6124400,2.91,3621,2.89
2020,10,27,하남시,15788500,3.64,282,3.64
2020,10,27,화성시,85826355,3.01,49007,3
2020,10,26,고양시,1457950,3.43,1063,3.35
2020,10,26,과천시,248950,3.3,210,3.21
2020,10,26,구리시,36315300,5.6,8093,3.33
2020,10,26,군포시,7226550,3.64,4611,3.45
2020,10,26,남양주시,25513750,3.32,14712,3.2
2020,10,26,동두천시,7185600,3.27,4317,3.17
2020,10,26,부천시,20825250,3.32,12874,3.23
2020,10,26,성남시중원구,247700,3.18,165,2.93
2020,10,26,성남시분당구,536700,3.88,343,3.34
2020,10,26,수원시장안구,24577800,3.24,15365,3.14
2020,10,26,수원시권선구,36379500,3.23,22269,3.1
2020,10,26,수원시팔달구,12233500,3.47,7876,3.32
2020,10,26,수원시영통구,50716000,3.5,31377,3.41
2020,10,26,시흥시,16585100,3.38,9656,3.2
2020,10,26,안양시,6896900,3,4367,2.94
2020,10,26,양주시,19806200,3.31,12100,3.19
2020,10,26,여주시,5018850,3.39,2336,3.2
2020,10,26,오산시,27336421,3.32,15648,3.2
2020,10,26,용인시,111712300,3.39,69144,3.26
2020,10,26,의왕시,38720300,5.76,6299,3.34
2020,10,26,의정부시,8755100,3.24,5408,3.14
2020,10,26,이천시,14945600,3.23,7234,3.11
2020,10,26,파주시,26893079,3.38,16097,3.24
2020,10,26,평택시,8633750,3.47,4780,3.3
2020,10,26,포천시,6754050,3.21,3806,3.04
2020,10,26,하남시,16470000,3.8,279,3.6
2020,10,26,화성시,95661664,3.35,52543,3.21
2020,10,25,고양시,1628950,3.83,1123,3.54
2020,10,25,과천시,309800,4.11,233,3.56
2020,10,25,구리시,14124400,2.18,8656,3.56
2020,10,25,군포시,7631100,3.85,4739,3.55
2020,10,25,남양주시,33037550,4.3,18469,4.02
2020,10,25,동두천시,8376450,3.81,4763,3.49
2020,10,25,부천시,25576550,4.07,14862,3.72
2020,10,25,성남시중원구,274350,3.52,164,2.91
2020,10,25,성남시분당구,530100,3.83,359,3.49
2020,10,25,수원시장안구,31250000,4.12,18457,3.77
2020,10,25,수원시권선구,47828700,4.25,27804,3.87
2020,10,25,수원시영통구,56231350,3.88,33580,3.65
2020,10,25,수원시팔달구,13642750,3.87,8300,3.49
2020,10,25,시흥시,21193800,4.31,12028,3.99
2020,10,25,안양시,10625000,4.62,6512,4.39
2020,10,25,양주시,23777950,3.97,13689,3.61
2020,10,25,여주시,5993450,4.05,2762,3.79
2020,10,25,오산시,35206961,4.28,19105,3.9
2020,10,25,용인시,133553949,4.05,78861,3.72
2020,10,25,의왕시,10788300,1.6,6825,3.61
2020,10,25,의정부시,11086000,4.11,6606,3.83
2020,10,25,이천시,18655150,4.04,8664,3.72
2020,10,25,파주시,31249959,3.92,17178,3.46
2020,10,25,평택시,10596550,4.26,5485,3.79
2020,10,25,포천시,7889250,3.75,4302,3.43
2020,10,25,하남시,14376000,3.31,230,2.97
2020,10,25,화성시,126295781,4.43,66466,4.07
2020,10,24,고양시,1361600,3.2,1017,3.21
2020,10,24,과천시,244850,3.25,209,3.2
2020,10,24,구리시,10438050,1.61,6576,2.71
2020,10,24,군포시,5779800,2.92,3810,2.85
2020,10,24,남양주시,22729800,2.96,13115,2.85
2020,10,24,동두천시,6381800,2.91,3969,2.91
2020,10,24,부천시,18900000,3.01,11595,2.91
2020,10,24,성남시중원구,179950,2.31,133,2.36
2020,10,24,성남시분당구,382250,2.76,296,2.88
2020,10,24,수원시장안구,21525500,2.84,13484,2.76
2020,10,24,수원시팔달구,10733150,3.04,6832,2.88
2020,10,24,수원시영통구,41984650,2.9,26331,2.86
2020,10,24,수원시권선구,33607900,2.99,20550,2.86
2020,10,24,시흥시,14676650,2.99,8833,2.93
2020,10,24,안양시,6938500,3.02,4269,2.88
2020,10,24,양주시,17960400,3,10947,2.89
2020,10,24,여주시,4910650,3.32,2217,3.04
2020,10,24,오산시,24738940,3.01,14099,2.88
2020,10,24,용인시,96448600,2.93,59994,2.83
2020,10,24,의왕시,18107000,2.69,5588,2.96
2020,10,24,의정부시,8166650,3.03,4939,2.86
2020,10,24,이천시,13762800,2.98,6714,2.88
2020,10,24,파주시,23901884,3,14511,2.92
2020,10,24,평택시,7594250,3.05,4235,2.93
2020,10,24,포천시,6341200,3.01,3659,2.92
2020,10,24,하남시,12246500,2.82,243,3.14
2020,10,24,화성시,83909877,2.94,46137,2.82
2020,10,23,고양시,1165750,2.74,893,2.82
2020,10,23,과천시,233000,3.09,210,3.21
2020,10,23,구리시,24805250,3.82,7155,2.94
2020,10,23,군포시,5202050,2.62,3604,2.7
2020,10,23,남양주시,21273550,2.77,13234,2.88
2020,10,23,동두천시,6084000,2.77,3920,2.88
2020,10,23,부천시,16446650,2.62,11057,2.77
2020,10,23,성남시중원구,236900,3.04,175,3.11
2020,10,23,성남시분당구,397750,2.88,295,2.87
2020,10,23,수원시영통구,41334600,2.85,25869,2.81
2020,10,23,수원시장안구,19926900,2.63,13578,2.78
2020,10,23,수원시권선구,30528700,2.71,19978,2.78
2020,10,23,수원시팔달구,9386900,2.66,6633,2.79
2020,10,23,시흥시,13103050,2.67,8292,2.75
2020,10,23,안양시,6284550,2.73,4126,2.78
2020,10,23,양주시,16454900,2.75,10924,2.88
2020,10,23,여주시,4028700,2.72,2068,2.84
2020,10,23,오산시,22350550,2.72,13867,2.83
2020,10,23,용인시,89897750,2.73,59464,2.8
2020,10,23,의왕시,22242000,3.31,5276,2.79
2020,10,23,의정부시,7236950,2.68,4759,2.76
2020,10,23,이천시,12106450,2.62,6544,2.81
2020,10,23,파주시,21860519,2.74,14132,2.85
2020,10,23,평택시,6965500,2.8,4217,2.91
2020,10,23,포천시,7007800,3.33,4260,3.4
2020,10,23,하남시,11940500,2.75,238,3.07
2020,10,23,화성시,76674390,2.69,44916,2.75
2020,10,22,고양시,1333850,3.14,1035,3.27
2020,10,22,과천시,184800,2.45,168,2.57
2020,10,22,구리시,23041700,3.55,7390,3.04
2020,10,22,군포시,5728300,2.89,4032,3.02
2020,10,22,남양주시,23477100,3.06,14548,3.17
2020,10,22,동두천시,6322400,2.88,4056,2.98
2020,10,22,부천시,17883450,2.85,11870,2.97
2020,10,22,성남시분당구,413650,2.99,309,3.01
2020,10,22,성남시중원구,247650,3.18,179,3.18
2020,10,22,수원시장안구,23052950,3.04,15523,3.17
2020,10,22,수원시팔달구,10122900,2.87,7023,2.96
2020,10,22,수원시영통구,40185450,2.77,27694,3.01
2020,10,22,수원시권선구,32150400,2.86,21364,2.97
2020,10,22,시흥시,14325550,2.92,9087,3.01
2020,10,22,안양시,6175600,2.69,4161,2.8
2020,10,22,양주시,17958600,3,11692,3.09
2020,10,22,여주시,4363600,2.95,2152,2.95
2020,10,22,오산시,23693450,2.88,14629,2.99
2020,10,22,용인시,97764650,2.97,64854,3.06
2020,10,22,의왕시,16148100,2.4,5792,3.07
2020,10,22,의정부시,8119100,3.01,5301,3.07
2020,10,22,이천시,13253750,2.87,6961,2.99
2020,10,22,파주시,23589600,2.96,15453,3.11
2020,10,22,평택시,7104600,2.86,4329,2.99
2020,10,22,포천시,6143800,2.92,3861,3.08
2020,10,22,하남시,12032000,2.77,249,3.22
2020,10,22,화성시,83166521,2.92,49286,3.02
2020,10,21,고양시,1195450,2.81,919,2.9
2020,10,21,과천시,233800,3.1,211,3.23
2020,10,21,구리시,21376100,3.29,7587,3.12
2020,10,21,군포시,6246550,3.15,4367,3.27
2020,10,21,남양주시,23521540,3.06,14814,3.22
2020,10,21,동두천시,6557200,2.99,4209,3.09
2020,10,21,부천시,18051950,2.87,12030,3.01
2020,10,21,성남시분당구,654650,4.73,356,3.46
2020,10,21,성남시중원구,212250,2.72,179,3.18
2020,10,21,수원시권선구,33280550,2.96,22012,3.06
2020,10,21,수원시팔달구,10761950,3.05,7711,3.25
2020,10,21,수원시장안구,22991450,3.03,15471,3.16
2020,10,21,수원시영통구,49359500,3.41,28809,3.13
2020,10,21,시흥시,15066650,3.07,9618,3.19
2020,10,21,안양시,6960950,3.03,4678,3.15
2020,10,21,양주시,17367100,2.9,11343,2.99
2020,10,21,여주시,4261300,2.88,2246,3.08
2020,10,21,오산시,24130200,2.93,15143,3.09
2020,10,21,용인시,97738950,2.97,65508,3.09
2020,10,21,의왕시,22575400,3.36,5619,2.98
2020,10,21,의정부시,7709550,2.86,5133,2.98
2020,10,21,이천시,13827650,2.99,7086,3.04
2020,10,21,파주시,23043500,2.89,15166,3.06
2020,10,21,평택시,7243300,2.91,4492,3.1
2020,10,21,포천시,5711850,2.72,3637,2.9
2020,10,21,하남시,12855500,2.96,239,3.09
2020,10,21,화성시,81396963,2.85,48785,2.98
2020,10,20,고양시,1414850,3.33,1055,3.33
2020,10,20,과천시,231850,3.08,220,3.36
2020,10,20,구리시,25379950,3.91,7560,3.11
2020,10,20,군포시,6063750,3.06,4241,3.18
2020,10,20,남양주시,23339600,3.04,14510,3.16
2020,10,20,동두천시,6640900,3.02,4248,3.12
2020,10,20,부천시,18519900,2.95,12244,3.07
2020,10,20,성남시중원구,257950,3.31,193,3.43
2020,10,20,성남시분당구,437100,3.16,358,3.48
2020,10,20,수원시팔달구,10648500,3.02,7413,3.12
2020,10,20,수원시장안구,22748550,3,15158,3.1
2020,10,20,수원시권선구,34613950,3.08,22464,3.13
2020,10,20,수원시영통구,42453850,2.93,28698,3.12
2020,10,20,시흥시,14333050,2.92,9184,3.04
2020,10,20,안양시,6571650,2.86,4423,2.98
2020,10,20,양주시,18091300,3.02,11743,3.1
2020,10,20,여주시,4242800,2.87,2177,2.99
2020,10,20,오산시,25121720,3.05,15363,3.14
2020,10,20,용인시,100500750,3.05,66878,3.15
2020,10,20,의왕시,20110750,2.99,5734,3.04
2020,10,20,의정부시,7866100,2.92,5179,3
2020,10,20,이천시,13875100,3,7097,3.05
2020,10,20,파주시,24866350,3.12,15958,3.22
2020,10,20,평택시,7457200,3,4399,3.04
2020,10,20,포천시,6138350,2.92,3829,3.06
2020,10,20,하남시,15109500,3.48,267,3.45
2020,10,20,화성시,85246068,2.99,50157,3.07
2020,10,19,고양시,1439950,3.39,1026,3.24
2020,10,19,과천시,219200,2.91,196,3
2020,10,19,구리시,36470050,5.62,8304,3.42
2020,10,19,군포시,7051250,3.56,4725,3.54
2020,10,19,남양주시,25608250,3.34,15205,3.31
2020,10,19,동두천시,7029550,3.2,4402,3.23
2020,10,19,부천시,21334550,3.4,13173,3.3
2020,10,19,성남시중원구,288150,3.69,196,3.48
2020,10,19,성남시분당구,504250,3.65,365,3.55
2020,10,19,수원시권선구,35521300,3.16,22599,3.15
2020,10,19,수원시장안구,24686750,3.26,15580,3.19
2020,10,19,수원시팔달구,12194450,3.46,8119,3.42
2020,10,19,수원시영통구,48852650,3.37,31748,3.45
2020,10,19,시흥시,15965150,3.25,9815,3.25
2020,10,19,안양시,6810300,2.96,4359,2.94
2020,10,19,양주시,19668750,3.28,12308,3.25
2020,10,19,여주시,4774550,3.23,2327,3.19
2020,10,19,오산시,26906320,3.27,15939,3.26
2020,10,19,용인시,110604450,3.36,69920,3.3
2020,10,19,의왕시,34927650,5.19,6448,3.41
2020,10,19,의정부시,8468600,3.14,5376,3.12
2020,10,19,이천시,14713250,3.18,7485,3.21
2020,10,19,파주시,26292100,3.3,16502,3.33
2020,10,19,평택시,8110150,3.26,4760,3.29
2020,10,19,포천시,6773150,3.22,3914,3.12
2020,10,19,하남시,15406500,3.55,265,3.42
2020,10,19,화성시,95119361,3.34,53958,3.3
2020,10,18,고양시,1534900,3.61,1157,3.65
2020,10,18,과천시,278750,3.7,235,3.59
2020,10,18,구리시,13867100,2.14,8807,3.62
2020,10,18,군포시,7462000,3.76,4799,3.6
2020,10,18,남양주시,33010200,4.3,18675,4.06
2020,10,18,동두천시,8570500,3.9,4954,3.63
2020,10,18,부천시,25102050,4,15118,3.79
2020,10,18,성남시중원구,319100,4.09,217,3.85
2020,10,18,성남시분당구,471250,3.41,360,3.5
2020,10,18,수원시팔달구,13478000,3.82,8476,3.57
2020,10,18,수원시장안구,31221350,4.12,19028,3.89
2020,10,18,수원시영통구,56644150,3.91,34728,3.78
2020,10,18,수원시권선구,47352500,4.21,28379,3.95
2020,10,18,시흥시,20564550,4.19,12197,4.04
2020,10,18,안양시,10519550,4.57,6752,4.55
2020,10,18,양주시,23295700,3.89,13813,3.65
2020,10,18,여주시,5463000,3.69,2632,3.61
2020,10,18,오산시,34737930,4.22,19545,3.99
2020,10,18,용인시,132980550,4.04,81629,3.85
2020,10,18,의왕시,10653350,1.58,7030,3.72
2020,10,18,의정부시,10574600,3.92,6659,3.86
2020,10,18,이천시,18566000,4.02,8908,3.82
2020,10,18,파주시,30294600,3.8,17649,3.56
2020,10,18,평택시,10016550,4.03,5539,3.83
2020,10,18,포천시,8093450,3.85,4555,3.64
2020,10,18,하남시,15368000,3.54,223,2.88
2020,10,18,화성시,124261030,4.36,67802,4.15
2020,10,17,고양시,1408600,3.31,995,3.14
2020,10,17,과천시,250650,3.33,212,3.24
2020,10,17,구리시,18352400,2.83,7046,2.9
2020,10,17,군포시,5806250,2.93,3896,2.92
2020,10,17,남양주시,23093450,3.01,13807,3.01
2020,10,17,동두천시,6634950,3.02,4143,3.04
2020,10,17,부천시,19665300,3.13,12337,3.09
2020,10,17,성남시중원구,282800,3.63,206,3.66
2020,10,17,성남시분당구,414550,3,319,3.1
2020,10,17,수원시팔달구,10910500,3.09,7209,3.03
2020,10,17,수원시영통구,43499800,3,28049,3.05
2020,10,17,수원시권선구,34315900,3.05,21521,3
2020,10,17,수원시장안구,22597700,2.98,14418,2.95
2020,10,17,시흥시,15364250,3.13,9395,3.11
2020,10,17,안양시,7038600,3.06,4609,3.1
2020,10,17,양주시,18282100,3.05,11495,3.03
2020,10,17,여주시,4782100,3.23,2268,3.11
2020,10,17,오산시,25345830,3.08,14921,3.05
2020,10,17,용인시,100356700,3.05,63918,3.01
2020,10,17,의왕시,17974150,2.67,5919,3.13
2020,10,17,의정부시,8252750,3.06,5225,3.03
2020,10,17,이천시,14007250,3.03,6983,3
2020,10,17,파주시,24386500,3.06,14997,3.02
2020,10,17,평택시,7753550,3.12,4488,3.1
2020,10,17,포천시,6535500,3.11,3844,3.07
2020,10,17,하남시,11755000,2.71,244,3.15
2020,10,17,화성시,85849579,3.01,48687,2.98
2020,10,16,고양시,1234700,2.91,948,2.99
2020,10,16,과천시,209800,2.78,197,3.01
2020,10,16,구리시,25056250,3.86,7529,3.1
2020,10,16,군포시,5165650,2.61,3583,2.68
2020,10,16,남양주시,21994250,2.87,13730,2.99
2020,10,16,동두천시,6302050,2.87,4052,2.97
2020,10,16,부천시,16967200,2.7,11451,2.87
2020,10,16,성남시중원구,257050,3.3,191,3.39
2020,10,16,성남시분당구,417450,3.02,320,3.11
2020,10,16,수원시팔달구,9602850,2.72,6987,2.94
2020,10,16,수원시영통구,42647250,2.94,26860,2.92
2020,10,16,수원시권선구,30769100,2.73,20842,2.9
2020,10,16,수원시장안구,20777900,2.74,14117,2.89
2020,10,16,시흥시,13253000,2.7,8538,2.83
2020,10,16,안양시,6376000,2.77,4200,2.83
2020,10,16,양주시,16035100,2.68,10948,2.89
2020,10,16,여주시,4026800,2.72,2120,2.91
2020,10,16,오산시,22360890,2.72,14254,2.91
2020,10,16,용인시,91409650,2.78,61527,2.9
2020,10,16,의왕시,22743550,3.38,5493,2.91
2020,10,16,의정부시,7155250,2.65,4834,2.8
2020,10,16,이천시,12404100,2.68,6638,2.85
2020,10,16,파주시,21604250,2.71,14561,2.93
2020,10,16,평택시,6733550,2.71,4211,2.91
2020,10,16,포천시,5622150,2.67,3623,2.89
2020,10,16,하남시,12411000,2.86,248,3.2
2020,10,16,화성시,77571989,2.72,46333,2.83
2020,10,15,고양시,1242400,2.92,1016,3.21
2020,10,15,과천시,251550,3.34,214,3.27
2020,10,15,구리시,18724350,2.89,7194,2.96
2020,10,15,군포시,5193500,2.62,3808,2.85
2020,10,15,남양주시,22946450,2.99,14540,3.16
2020,10,15,동두천시,6368500,2.9,4227,3.1
2020,10,15,부천시,17840550,2.84,12074,3.03
2020,10,15,성남시분당구,417000,3.02,327,3.18
2020,10,15,성남시중원구,251100,3.22,186,3.3
2020,10,15,수원시팔달구,9585500,2.72,6961,2.93
2020,10,15,수원시영통구,40861950,2.82,28371,3.08
2020,10,15,수원시권선구,31886150,2.83,21566,3
2020,10,15,수원시장안구,23153950,3.06,15787,3.23
2020,10,15,시흥시,14164650,2.88,9158,3.04
2020,10,15,안양시,6519100,2.84,4292,2.89
2020,10,15,양주시,17055000,2.85,11406,3.01
2020,10,15,여주시,3967450,2.68,2194,3.01
2020,10,15,오산시,23032310,2.8,14579,2.98
2020,10,15,용인시,96912500,2.94,66070,3.12
2020,10,15,의왕시,16066650,2.39,5504,2.91
2020,10,15,의정부시,8020600,2.97,5288,3.07
2020,10,15,이천시,12970250,2.81,6950,2.98
2020,10,15,파주시,22979150,2.89,15228,3.07
2020,10,15,평택시,6868250,2.76,4286,2.96
2020,10,15,포천시,6047350,2.88,3797,3.03
2020,10,15,하남시,11997500,2.77,248,3.2
2020,10,15,화성시,82671101,2.9,49805,3.05
2020,10,14,고양시,1308350,3.08,989,3.12
2020,10,14,과천시,206250,2.74,200,3.06
2020,10,14,구리시,17612700,2.71,7481,3.08
2020,10,14,군포시,5735450,2.89,4058,3.04
2020,10,14,남양주시,22964100,2.99,14628,3.18
2020,10,14,동두천시,6454200,2.94,4225,3.1
2020,10,14,부천시,18043250,2.87,11983,3
2020,10,14,성남시분당구,365050,2.64,279,2.72
2020,10,14,성남시중원구,251600,3.23,190,3.37
2020,10,14,수원시팔달구,10552650,2.99,7638,3.22
2020,10,14,수원시영통구,49113400,3.39,28540,3.1
2020,10,14,수원시권선구,32660550,2.9,22168,3.09
2020,10,14,수원시장안구,22761400,3,15638,3.2
2020,10,14,시흥시,14486250,2.95,9438,3.13
2020,10,14,안양시,7147100,3.11,4838,3.26
2020,10,14,양주시,16650050,2.78,11228,2.96
2020,10,14,여주시,4194950,2.83,2206,3.03
2020,10,14,오산시,24142360,2.93,15063,3.08
2020,10,14,용인시,97175800,2.95,66088,3.12
2020,10,14,의왕시,23010250,3.42,5561,2.94
2020,10,14,의정부시,7640500,2.83,5158,2.99
2020,10,14,이천시,13785750,2.98,7249,3.11
2020,10,14,파주시,22500250,2.83,15152,3.05
2020,10,14,평택시,7114300,2.86,4379,3.03
2020,10,14,포천시,5982950,2.84,3821,3.05
2020,10,14,하남시,12501500,2.88,244,3.15
2020,10,14,화성시,81409003,2.86,48534,2.97
2020,10,13,고양시,1322550,3.11,1048,3.31
2020,10,13,과천시,225200,2.99,213,3.26
2020,10,13,구리시,13631750,2.1,7624,3.14
2020,10,13,군포시,5593550,2.82,4040,3.03
2020,10,13,남양주시,23205740,3.02,14541,3.16
2020,10,13,동두천시,6714200,3.06,4393,3.22
2020,10,13,부천시,18830100,3,12507,3.13
2020,10,13,성남시분당구,471450,3.41,345,3.36
2020,10,13,성남시중원구,237150,3.04,199,3.53
2020,10,13,수원시권선구,33630800,2.99,22760,3.17
2020,10,13,수원시장안구,21840100,2.88,15023,3.07
2020,10,13,수원시영통구,41698500,2.88,28941,3.15
2020,10,13,수원시팔달구,10762000,3.05,7551,3.18
2020,10,13,시흥시,14595650,2.97,9276,3.07
2020,10,13,안양시,6498300,2.83,4435,2.99
2020,10,13,양주시,17664900,2.95,11712,3.09
2020,10,13,여주시,4305850,2.91,2230,3.06
2020,10,13,오산시,24573040,2.99,15625,3.19
2020,10,13,용인시,100553250,3.05,68051,3.21
2020,10,13,의왕시,19792500,2.94,5806,3.07
2020,10,13,의정부시,8247400,3.06,5530,3.21
2020,10,13,이천시,13672200,2.96,7250,3.11
2020,10,13,파주시,24771300,3.11,16376,3.3
2020,10,13,평택시,7128500,2.87,4486,3.1
2020,10,13,포천시,6099450,2.9,3927,3.14
2020,10,13,하남시,15131000,3.49,272,3.51
2020,10,13,화성시,84483256,2.96,50789,3.11
2020,10,12,고양시,1562000,3.68,1152,3.64
2020,10,12,과천시,235000,3.12,211,3.23
2020,10,12,구리시,25871750,3.99,8387,3.45
2020,10,12,군포시,6849750,3.45,4645,3.48
2020,10,12,남양주시,25285300,3.29,15505,3.37
2020,10,12,동두천시,7320300,3.33,4578,3.36
2020,10,12,부천시,20821600,3.32,13374,3.35
2020,10,12,성남시분당구,508050,3.67,371,3.61
2020,10,12,성남시중원구,319400,4.09,235,4.17
2020,10,12,수원시장안구,24854950,3.28,16043,3.28
2020,10,12,수원시팔달구,12081650,3.43,8254,3.47
2020,10,12,수원시영통구,49482150,3.41,32655,3.55
