"시군구별","구분별","항목","단위","2018. 01 월","2018. 02 월","2018. 03 월","2018. 04 월","2018. 05 월","2018. 06 월","2018. 07 월","2018. 08 월","2018. 09 월","2018. 10 월","2018. 11 월","2018. 12 월","2019. 01 월","2019. 02 월","2019. 03 월","2019. 04 월","2019. 05 월","2019. 06 월","2019. 07 월","2019. 08 월","2019. 09 월","2019. 10 월","2019. 11 월","2019. 12 월","2020. 01 월","2020. 02 월","2020. 03 월","2020. 04 월","2020. 05 월","2020. 06 월","2020. 07 월","2020. 08 월","2020. 09 월","2020. 10 월","2020. 11 월","2020. 12 월",
"광명시","계","시군별 세대 및 인구","","331760","330623","330719","330837","330789","330616","330360","329565","329220","328327","327529","326841","326425","325766","324730","323527","322418","321435","320693","319899","319205","318021","317144","316552","315920","316125","316220","315745","314413","312774","311119","308678","305836","302761","300092","298599",
"광명시","남","시군별 세대 및 인구","","164338","163725","163810","163852","163829","163668","163522","163051","162884","162442","162087","161734","161524","161221","160659","159997","159439","158925","158524","158133","157759","157157","156721","156405","156095","156129","156128","155900","155249","154425","153575","152384","150994","149478","148104","147278",
"광명시","여","시군별 세대 및 인구","","167422","166898","166909","166985","166960","166948","166838","166514","166336","165885","165442","165107","164901","164545","164071","163530","162979","162510","162169","161766","161446","160864","160423","160147","159825","159996","160092","159845","159164","158349","157544","156294","154842","153283","151988","151321",
"광명시","계","시군별 세대 및 인구","","5889","5964","6001","6064","6046","6135","6106","6088","6108","6175","6252","6273","6276","6285","6216","6200","6206","6194","6139","6129","6084","6073","6073","5942","5925","5916","5806","5704","5566","5501","5385","5215","5042","4818","4605","4469",
"광명시","남","시군별 세대 및 인구","","","","2991","","","3096","","","3085","","","3155","","","3129","","","3153","","","3066","","","2995","","","2910","","","2754","","","2529","","","2233",
"광명시","여","시군별 세대 및 인구","","","","3010","","","3039","","","3023","","","3118","","","3087","","","3041","","","3018","","","2947","","","2896","","","2747","","","2513","","","2236",
"군포시","합계","시군별 세대 및 인구","명","287475","286619","286490","286498","286243","286023","285600","284966","284518","284100","284024","283876","283646","283057","282553","282248","281863","281749","281382","281519","281677","282189","282638","282862","283020","282839","282860","282808","282653","282741","282669","282108","281557","281132","280674","280039",
"군포시","남","시군별 세대 및 인구","","","","142547","","","142303","","","141592","","","141238","","","140529","","","140119","","","139985","","","140548","","","140627","","","140485","","","139903","","","138993",
"군포시","여","시군별 세대 및 인구","","","","143943","","","143720","","","142926","","","142638","","","142024","","","141630","","","141692","","","142314","","","142233","","","142256","","","141654","","","141046",
"군포시","세대수","시군별 세대 및 인구","세대","106638","106658","106829","107022","107169","107246","107236","107271","107263","107237","107396","107548","107726","107792","107762","107806","107855","107955","108129","108129","108749","109182","109645","110005","110248","110540","110864","110974","111242","111639","111918","112054","112114","112242","","112476",
"군포시","계","시군별 세대 및 인구","","280679","279812","279683","279634","279354","279141","278757","278187","277748","277293","277105","276916","276645","276058","275586","275207","274793","274686","274364","274495","274667","275129","275546","275852","275989","275857","275960","275954","275902","276039","275995","275508","274985","274620","274309","273791",
"군포시","남","시군별 세대 및 인구","","139395","139005","138914","138890","138753","138618","138441","138162","137977","137729","137645","137536","137402","137076","136824","136598","136404","136378","136174","136165","136269","136439","136666","136878","136990","136998","137040","137034","137001","137037","137053","136823","136530","136329","136130","135834",
"군포시","여","시군별 세대 및 인구","","141284","140807","140769","140744","140601","140523","140316","140025","139771","139564","139460","139380","139243","138982","138762","138609","138389","138308","138190","138330","138398","138690","138880","138974","138999","138859","138920","138920","138901","139002","138942","138685","138455","138291","138179","137957",
"군포시","계","시군별 세대 및 인구","","6796","6807","6807","6864","6889","6882","6843","6779","6770","6807","6919","6960","7001","6999","6967","7041","7070","7063","7018","7024","7010","7060","7092","7010","7031","6982","6900","6854","6751","6702","6674","6600","6572","6512","6365","6248",
"군포시","남","시군별 세대 및 인구","","","","3633","","","3685","","","3615","","","3702","","","3705","","","3741","","","3716","","","3670","","","3587","","","3448","","","3373","","","3159",
"군포시","여","시군별 세대 및 인구","","","","3174","","","3197","","","3155","","","3258","","","3262","","","3322","","","3294","","","3340","","","3313","","","3254","","","3199","","","3089",
"하남시","합계","시군별 세대 및 인구","명","236595","238845","240576","241922","242896","243962","245075","246518","247792","249988","253613","256760","258961","261383","263178","264542","265716","266673","268346","270459","271784","272755","273854","274734","275891","277683","279717","281933","283613","285528","286762","287922","289665","291122","293262","295620",
"하남시","남","시군별 세대 및 인구","","","","121207","","","122875","","","124796","","","129347","","","132660","","","134376","","","136938","","","138309","","","140631","","","143593","","","145672","","","148625",
"하남시","여","시군별 세대 및 인구","","","","119369","","","121087","","","122996","","","127413","","","130518","","","132297","","","134846","","","136425","","","139086","","","141935","","","143993","","","146995",
"하남시","세대수","시군별 세대 및 인구","세대","94601","95551","96370","97171","97951","98469","99033","99880","100737","102213","104047","105832","106984","108271","109238","110018","110716","111295","112159","91879","113972","114571","115113","115792","116659","117734","118883","119929","121096","122338","123194","124208","125491","126569","","128774",
"하남시","계","시군별 세대 및 인구","","234419","236653","238356","239662","240648","241680","242790","244229","245477","247660","251255","254415","256611","259047","260862","262261","263442","264406","266082","268186","269539","270495","271574","272455","273587","275384","277431","279621","281340","283256","284507","285693","287452","288922","291075","293452",
"하남시","남","시군별 세대 및 인구","","117843","118951","119795","120486","120950","121430","122012","122695","123338","124411","126257","127865","129000","130284","131231","131949","132511","133022","133846","134903","135623","136052","136553","136985","137533","138362","139324","140443","141301","142312","142973","143555","144433","145167","146255","147424",
"하남시","여","시군별 세대 및 인구","","116576","117702","118561","119176","119698","120250","120778","121534","122139","123249","124998","126550","127611","128763","129631","130312","130931","131384","132236","133283","133916","134443","135021","135470","136054","137022","138107","139178","140039","140944","141534","142138","143019","143755","144820","146028",
"하남시","계","시군별 세대 및 인구","","2176","2192","2220","2260","2248","2282","2285","2289","2315","2328","2358","2345","2350","2336","2316","2281","2274","2267","2264","2273","2245","2260","2280","2279","2304","2299","2286","2312","2273","2272","2255","2229","2213","2200","2187","2168",
"하남시","남","시군별 세대 및 인구","","","","1412","","","1445","","","1458","","","1482","","","1429","","","1354","","","1315","","","1324","","","1307","","","1281","","","1239","","","1201",
"하남시","여","시군별 세대 및 인구","","","","808","","","837","","","857","","","863","","","887","","","913","","","930","","","955","","","979","","","991","","","974","","","967",
"오산시","합계","시군별 세대 및 인구","명","222574","223378","224098","225524","226784","227598","227922","228034","228277","228435","229084","229520","229627","229803","229936","229693","229728","229753","229603","231328","232676","233953","235304","236075","236443","236666","236796","237222","237408","237746","237956","238385","238800","238892","238951","238956",
"오산시","남","시군별 세대 및 인구","","","","115272","","","117086","","","117582","","","118245","","","118606","","","118733","","","120243","","","121987","","","122399","","","122996","","","123571","","","123599",
"오산시","여","시군별 세대 및 인구","","","","108826","","","110512","","","110695","","","111275","","","111330","","","111020","","","112433","","","114088","","","114397","","","114750","","","115229","","","115357",
"오산시","세대수","시군별 세대 및 인구","세대","85949","86410","86809","87464","88011","88321","88519","88739","88989","89231","89563","89860","90165","90578","90853","90999","91318","91538","91658","91658","93221","93866","94582","95209","95594","95918","96259","96525","96896","97348","97673","98150","98610","98897","","99436",
"오산시","계","시군별 세대 및 인구","","214120","214852","215404","216755","217927","218635","218916","218998","219141","219219","219714","220070","220140","220239","220377","220081","220089","220085","219975","221669","222981","224113","225446","226379","226736","226900","227112","227550","227749","228111","228323","228768","229249","229424","229591","229725",
"오산시","남","시군별 세대 및 인구","","110058","110467","110764","111495","112050","112393","112573","112653","112760","112855","113096","113237","113310","113417","113557","113460","113548","113626","113583","114441","115127","115730","116401","116904","117148","117239","117359","117610","117796","117949","118057","118304","118568","118665","118706","118785",
"오산시","여","시군별 세대 및 인구","","104062","104385","104640","105260","105877","106242","106343","106345","106381","106364","106618","106833","106830","106822","106820","106621","106541","106459","106392","107228","107854","108383","109045","109475","109588","109661","109753","109940","109953","110162","110266","110464","110681","110759","110885","110940",
"오산시","계","시군별 세대 및 인구","","8454","8526","8694","8769","8857","8963","9006","9036","9136","9216","9370","9450","9487","9564","9559","9612","9639","9668","9628","9659","9695","9840","9858","9696","9707","9766","9684","9672","9659","9635","9633","9617","9551","9468","9360","9231",
"오산시","남","시군별 세대 및 인구","","","","4508","","","4693","","","4822","","","5008","","","5049","","","5107","","","5116","","","5083","","","5040","","","5047","","","5003","","","4814",
"오산시","여","시군별 세대 및 인구","","","","4186","","","4270","","","4314","","","4442","","","4510","","","4561","","","4579","","","4613","","","4644","","","4588","","","4548","","","4417",
"이천시","합계","시군별 세대 및 인구","명","219755","219578","219954","220102","220468","221571","222002","222164","222246","222477","221932","221585","221690","221701","221638","222018","222327","222791","223323","223688","223711","223942","223458","223349","223451","223382","223903","224292","224990","225888","226340","226836","226775","226681","226675","225418",
"이천시","남","시군별 세대 및 인구","","","","113131","","","114221","","","114727","","","114415","","","114740","","","115558","","","116207","","","115898","","","116210","","","117604","","","118114","","","117270",
"이천시","여","시군별 세대 및 인구","","","","106823","","","107350","","","107519","","","107170","","","106898","","","107233","","","107504","","","107451","","","107693","","","108284","","","108661","","","108148",
"이천시","세대수","시군별 세대 및 인구","세대","87306","87432","87723","87948","88159","88328","88497","88733","88882","89166","89390","89596","90082","90422","90623","91219","91551","91700","91879","112159","92250","92429","92434","92643","92902","93178","93738","94112","95030","96059","96643","97350","97440","97598","","96799",
"이천시","계","시군별 세대 및 인구","","212981","212807","213068","213248","213592","214584","214869","214954","214939","215077","214500","214206","214488","214548","214451","214814","215075","215499","215914","216227","216225","216332","215804","215834","215885","215869","216404","216844","217547","218465","218954","219537","219531","219513","219525","218388",
"이천시","남","시군별 세대 및 인구","","108803","108757","108942","109076","109345","109954","110142","110247","110276","110402","110042","109878","110186","110303","110280","110565","110735","111013","111273","111533","111556","111621","111215","111244","111284","111272","111554","111858","112430","113002","113271","113658","113655","113667","113668","112947",
"이천시","여","시군별 세대 및 인구","","104178","104050","104126","104172","104247","104630","104727","104707","104663","104675","104458","104328","104302","104245","104171","104249","104340","104486","104641","104694","104669","104711","104589","104590","104601","104597","104850","104986","105117","105463","105683","105879","105876","105846","105857","105441",
"이천시","계","시군별 세대 및 인구","","6774","6771","6886","6854","6876","6987","7133","7210","7307","7400","7432","7379","7202","7153","7187","7204","7252","7292","7409","7461","7486","7610","7654","7515","7566","7513","7499","7448","7443","7423","7386","7299","7244","7168","7150","7030",
"이천시","남","시군별 세대 및 인구","","","","4189","","","4267","","","4451","","","4537","","","4460","","","4545","","","4651","","","4654","","","4656","","","4602","","","4459","","","4323",
"이천시","여","시군별 세대 및 인구","","","","2697","","","2720","","","2856","","","2842","","","2727","","","2747","","","2835","","","2861","","","2843","","","2821","","","2785","","","2707",
"안성시","합계","시군별 세대 및 인구","명","193244","193096","192963","193034","193235","193294","193774","194528","194887","195080","194999","194954","194993","195041","194853","195114","195677","196173","196183","195971","195830","195703","195397","195207","195254","195382","195562","195982","196681","196953","197091","197662","197962","198084","198184","198234",
"안성시","남","시군별 세대 및 인구","","","","100349","","","100647","","","101559","","","101575","","","101576","","","102291","","","102221","","","101865","","","102087","","","103001","","","103557","","","103617",
"안성시","여","시군별 세대 및 인구","","","","92614","","","92647","","","93328","","","93379","","","93277","","","93882","","","93609","","","93342","","","93475","","","93952","","","94405","","","94617",
"안성시","세대수","시군별 세대 및 인구","세대","77511","77688","77751","77856","78003","78108","78254","78785","79082","79339","79578","79805","80090","80331","80493","80626","80806","81140","81207","81207","81298","81358","81415","81599","81761","81999","82511","82794","83178","83543","83780","84257","84772","85138","","85839",
"안성시","계","시군별 세대 및 인구","","182440","182343","182200","182211","182278","182294","182744","183489","183751","183804","183575","183579","183611","183676","183570","183665","184141","184610","184464","184276","184082","183833","183512","183405","183369","183444","183751","184211","185018","185305","185544","186104","186460","186695","186853","187012",
"안성시","남","시군별 세대 및 인구","","93413","93353","93306","93360","93426","93449","93720","94105","94238","94231","94096","94095","94127","94189","94158","94185","94487","94734","94695","94647","94581","94482","94287","94227","94249","94316","94481","94781","95278","95447","95575","95880","96122","96241","96313","96355",
"안성시","여","시군별 세대 및 인구","","89027","88990","88894","88851","88852","88845","89024","89384","89513","89573","89479","89484","89484","89487","89412","89480","89654","89876","89769","89629","89501","89351","89225","89178","89120","89128","89270","89430","89740","89858","89969","90224","90338","90454","90540","90657",
"안성시","계","시군별 세대 및 인구","","10804","10753","10763","10823","10957","11000","11030","11039","11136","11276","11424","11375","11382","11365","11283","11449","11536","11563","11719","11695","11748","11870","11885","11802","11885","11938","11811","11771","11663","11648","11547","11558","11502","11389","11331","11222",
"안성시","남","시군별 세대 및 인구","","","","7043","","","7198","","","7321","","","7480","","","7418","","","7557","","","7640","","","7638","","","7606","","","7554","","","7435","","","7262",
"안성시","여","시군별 세대 및 인구","","","","3720","","","3802","","","3815","","","3895","","","3865","","","4006","","","4108","","","4164","","","4205","","","4094","","","4067","","","3960",
"의왕시","합계","시군별 세대 및 인구","명","156717","156172","155965","155847","155577","155385","155181","154892","154797","154706","154821","155084","155268","155904","157310","158264","159283","159860","160571","160903","161096","161208","161231","162344","163666","165178","165790","165881","165310","164762","164167","163861","164817","165047","165046","164857",
"의왕시","남","시군별 세대 및 인구","","","","77906","","","77641","","","77347","","","77416","","","78515","","","79830","","","80419","","","80944","","","82594","","","82038","","","82034","","","81978",
"의왕시","여","시군별 세대 및 인구","","","","78059","","","77744","","","77450","","","77668","","","78795","","","80030","","","80677","","","81400","","","83196","","","82724","","","82783","","","82879",
"의왕시","세대수","시군별 세대 및 인구","세대","59122","58986","58922","58910","58830","58806","58743","58726","58727","58764","58815","58946","59109","59426","60011","60451","60977","61335","61726","61726","62058","62043","62020","62387","62814","63498","63691","63690","63461","63224","63085","63110","64152","64462","","64690",
"의왕시","계","시군별 세대 및 인구","","155518","154983","154793","154679","154413","154227","154034","153752","153660","153561","153670","153932","154114","154755","156148","157090","158108","158696","159400","159720","159911","160023","160045","161153","162472","163982","164602","164701","164150","163622","163049","162751","163720","163960","163978","163795",
"의왕시","남","시군별 세대 및 인구","","77651","77430","77316","77281","77163","77059","76950","76796","76786","76676","76715","76834","76931","77282","77943","78391","78950","79256","79560","79738","79838","79833","79843","80353","80957","81709","82016","82049","81782","81480","81175","81006","81504","81603","81584","81470",
"의왕시","여","시군별 세대 및 인구","","77867","77553","77477","77398","77250","77168","77084","76956","76874","76885","76955","77098","77183","77473","78205","78699","79158","79440","79840","79982","80073","80190","80202","80800","81515","82273","82586","82652","82368","82142","81874","81745","82216","82357","82394","82325",
"의왕시","계","시군별 세대 및 인구","","1199","1189","1172","1168","1164","1158","1147","1140","1137","1145","1151","1152","1154","1149","1162","1174","1175","1164","1171","1183","1185","1185","1186","1191","1194","1196","1188","1180","1160","1140","1118","1110","1097","1087","1068","1062",
"의왕시","남","시군별 세대 및 인구","","","","590","","","582","","","561","","","582","","","572","","","574","","","581","","","591","","","578","","","558","","","530","","","508",
"의왕시","여","시군별 세대 및 인구","","","","582","","","576","","","576","","","570","","","590","","","590","","","604","","","600","","","610","","","582","","","567","","","554",
"양평군","합계","시군별 세대 및 인구","명","116715","57549","57422","116933","117196","117361","117602","117815","117724","117800","117704","117670","117690","117645","117534","117606","118039","118168","118427","118568","118535","118616","118468","118374","118427","118400","118525","118776","118919","119152","119371","119798","119855","120023","120173","120174",
"양평군","남","시군별 세대 및 인구","","","","28042","","","59011","","","59241","","","59107","","","59018","","","59303","","","59498","","","59333","","","59364","","","59709","","","60129","","","60168",
"양평군","여","시군별 세대 및 인구","","","","29380","","","58350","","","58483","","","58563","","","58516","","","58865","","","59037","","","59041","","","59161","","","59443","","","59726","","","60006",
"양평군","세대수","시군별 세대 및 인구","세대","53315","20829","20768","53597","53710","53802","53966","54045","54094","54195","54315","54422","54547","54630","54686","54850","55145","55239","55372","49915","55514","55638","55712","55782","55874","55981","56085","56282","56479","56647","56817","57020","57160","57307","","57675",
"양평군","계","시군별 세대 및 인구","","115131","57346","57224","115374","115646","115816","116047","116233","116139","116209","116119","116095","116124","116116","116014","116084","116517","116641","116914","117034","117010","117082","116933","116874","116910","116902","117025","117301","117456","117701","117931","118372","118433","118609","118778","118810",
"양평군","남","시군별 세대 및 인구","","57952","28022","27946","58054","58198","58308","58435","58576","58514","58528","58462","58396","58389","58391","58331","58362","58543","58606","58784","58874","58806","58856","58737","58654","58654","58630","58676","58837","58902","59048","59192","59475","59493","59533","59600","59563",
"양평군","여","시군별 세대 및 인구","","57179","29324","29278","57320","57448","57508","57612","57657","57625","57681","57657","57699","57735","57725","57683","57722","57974","58035","58130","58160","58204","58226","58196","58220","58256","58272","58349","58464","58554","58653","58739","58897","58940","59076","59178","59247",
"양평군","계","시군별 세대 및 인구","","1584","203","198","1559","1550","1545","1555","1582","1585","1591","1585","1575","1566","1529","1520","1522","1522","1527","1513","1534","1525","1534","1535","1500","1517","1498","1500","1475","1463","1451","1440","1426","1422","1414","1395","1364",
"양평군","남","시군별 세대 및 인구","","","","96","","","703","","","727","","","711","","","687","","","697","","","692","","","679","","","688","","","661","","","636","","","605",
"양평군","여","시군별 세대 및 인구","","","","102","","","842","","","858","","","864","","","833","","","830","","","833","","","821","","","812","","","790","","","786","","","759",
"여주시","합계","시군별 세대 및 인구","명","115504","115444","115382","115325","115254","115209","115114","115188","115205","115228","115166","115074","114920","114692","114606","114546","114524","114523","114649","114638","114561","114669","114790","114659","114634","114608","114610","114700","114776","114865","114923","114963","115010","115081","115086","115358",
"여주시","남","시군별 세대 및 인구","","","","58817","","","58692","","","58727","","","58719","","","58559","","","58513","","","58596","","","58696","","","58664","","","58818","","","58901","","","59023",
"여주시","여","시군별 세대 및 인구","","","","56565","","","56517","","","56478","","","56355","","","56047","","","56010","","","55965","","","55963","","","55946","","","56047","","","56109","","","56335",
"여주시","세대수","시군별 세대 및 인구","세대","49012","49019","49094","49146","49191","49208","49224","49323","49391","49464","49544","49542","49504","49539","49602","49666","49760","49808","49915","55372","49941","50228","50296","50334","50380","50456","50556","50685","50809","50966","51081","51172","51270","51363","","51748",
"여주시","계","시군별 세대 및 인구","","111981","111924","111915","111898","111815","111743","111639","111639","111600","111620","111603","111525","111368","111205","111178","111143","111121","111093","111150","111095","110994","111060","111150","111083","111017","111008","111083","111198","111234","111341","111400","111438","111512","111605","111636","111897",
"여주시","남","시군별 세대 및 인구","","56633","56655","56642","56634","56577","56526","56459","56467","56453","56475","56500","56479","56491","56418","56403","56391","56383","56362","56400","56369","56334","56391","56453","56427","56388","56378","56415","56492","56545","56582","56600","56651","56689","56710","56728","56838",
"여주시","여","시군별 세대 및 인구","","55348","55269","55273","55264","55238","55217","55180","55172","55147","55145","55103","55046","54877","54787","54775","54752","54738","54731","54750","54726","54660","54669","54697","54656","54629","54630","54668","54706","54689","54759","54800","54787","54823","54895","54908","55059",
"여주시","계","시군별 세대 및 인구","","3523","3520","3467","3427","3439","3466","3475","3549","3605","3608","3563","3549","3552","3487","3428","3403","3403","3430","3499","3543","3567","3609","3640","3576","3617","3600","3527","3502","3542","3524","3523","3525","3498","3476","3450","3461",
"여주시","남","시군별 세대 및 인구","","","","2175","","","2166","","","2274","","","2240","","","2156","","","2151","","","2262","","","2269","","","2249","","","2236","","","2212","","","2185",
"여주시","여","시군별 세대 및 인구","","","","1292","","","1300","","","1331","","","1309","","","1272","","","1279","","","1305","","","1307","","","1278","","","1288","","","1286","","","1276",
"과천시","합계","시군별 세대 및 인구","명","57604","116746","116818","57368","57296","57172","57102","57593","57869","58080","58203","58325","58375","58460","58451","58402","58310","58243","58232","58223","58226","58179","58281","58462","58496","58417","58447","59867","60972","61491","61898","62080","62162","62193","62200","63397",
"과천시","남","시군별 세대 및 인구","","","","58703","","","27909","","","28280","","","28516","","","28614","","","28555","","","28585","","","28720","","","28716","","","30214","","","30522","","","31156",
"과천시","여","시군별 세대 및 인구","","","","58115","","","29263","","","29589","","","29809","","","29837","","","29688","","","29641","","","29742","","","29731","","","31277","","","31640","","","32241",
"과천시","세대수","시군별 세대 및 인구","세대","20860","53409","53504","20739","20727","20688","20675","20887","21011","21093","21142","21205","21266","21291","21286","21315","21308","21299","21335","21335","21387","21372","21398","21467","21457","21442","21434","21957","22385","22631","22766","22830","22864","22915","","23373",
"과천시","계","시군별 세대 및 인구","","57401","115177","115267","57154","57086","56968","56899","57393","57663","57871","58011","58142","58195","58280","58267","58218","58112","58050","58044","58036","58043","57997","58107","58289","58334","58253","58280","59687","60790","61309","61717","61902","61982","62011","62026","63231",
"과천시","남","시군별 세대 및 인구","","28054","57974","58007","27901","27866","27806","27786","28040","28176","28271","28343","28423","28470","28519","28524","28516","28481","28458","28469","28457","28494","28482","28541","28638","28650","28616","28633","29341","29872","30125","30296","30374","30431","30459","30466","31068",
"과천시","여","시군별 세대 및 인구","","29347","57203","57260","29253","29220","29162","29113","29353","29487","29600","29668","29719","29725","29761","29743","29702","29631","29592","29575","29579","29549","29515","29566","29651","29684","29637","29647","30346","30918","31184","31421","31528","31551","31552","31560","32163",
"과천시","계","시군별 세대 및 인구","","203","1569","1551","214","210","204","203","200","206","209","192","183","180","180","184","184","198","193","188","187","183","182","174","173","162","164","167","180","182","182","181","178","180","182","174","166",
"과천시","남","시군별 세대 및 인구","","","","696","","","103","","","104","","","93","","","90","","","97","","","91","","","82","","","83","","","89","","","91","","","88",
"과천시","여","시군별 세대 및 인구","","","","855","","","101","","","102","","","90","","","94","","","96","","","92","","","91","","","84","","","93","","","89","","","78",
"고양시","합계","시군별 세대 및 인구","명","1053875","1053726","1053803","1054152","1054531","1055792","1056104","1055852","1055531","1055760","1056608","1056853","1056674","1056081","1056805","1058154","1059190","1060165","1063706","1068382","1071890","1074521","1076813","1078859","1081166","1083533","1085318","1087200","1088404","1089152","1089370","1088316","1087682","1088288","1089662","1090738",
"고양시","남","시군별 세대 및 인구","","","","517523","","","518440","","","518243","","","519004","","","518748","","","520385","","","525952","","","529220","","","532095","","","533851","","","532921","","","534264",
"고양시","여","시군별 세대 및 인구","","","","536280","","","537352","","","537288","","","537849","","","538057","","","539780","","","545938","","","549639","","","553223","","","555301","","","554761","","","556474",
"고양시","세대수","시군별 세대 및 인구","세대","409202","409713","410427","411178","411792","412850","413484","414515","415051","415905","416954","417607","418085","418575","419505","420749","421975","422864","424902","424902","429931","431475","432730","434028","435238","436688","437946","438900","440420","441878","443049","443670","444420","445663","","448574",
"고양시","계","시군별 세대 및 인구","","1041597","1041430","1041450","1041751","1042127","1043365","1043633","1043406","1043035","1043129","1043958","1044189","1043997","1043426","1044179","1045533","1046552","1047575","1051177","1055873","1059340","1061929","1064218","1066351","1068641","1071002","1072909","1074853","1076179","1076996","1077347","1076406","1075841","1076564","1078047","1079216",
"고양시","남","시군별 세대 및 인구","","511344","511236","511114","511210","511405","511971","512022","511866","511693","511752","512224","512359","512223","511917","512152","512768","513309","513781","515498","517685","519410","520659","521818","522749","523803","524883","525756","526681","527304","527663","527701","527215","526928","527169","527834","528480",
"고양시","여","시군별 세대 및 인구","","530253","530194","530336","530541","530722","531394","531611","531540","531342","531377","531734","531830","531774","531509","532027","532765","533243","533794","535679","538188","539930","541270","542400","543602","544838","546119","547153","548172","548875","549333","549646","549191","548913","549395","550213","550736",
"고양시","계","시군별 세대 및 인구","","12278","12296","12353","12401","12404","12427","12471","12446","12496","12631","12650","12664","12677","12655","12626","12621","12638","12590","12529","12509","12550","12592","12595","12508","12525","12531","12409","12347","12225","12156","12023","11910","11841","11724","11615","11522",
"고양시","남","시군별 세대 및 인구","","","","6409","","","6469","","","6550","","","6645","","","6596","","","6604","","","6542","","","6471","","","6339","","","6188","","","5993","","","5784",
"고양시","여","시군별 세대 및 인구","","","","5944","","","5958","","","5946","","","6019","","","6030","","","5986","","","6008","","","6037","","","6070","","","5968","","","5848","","","5738",
"남양주시","합계","시군별 세대 및 인구","명","673858","676329","678221","680026","681591","683007","684732","687322","688314","688542","688700","688965","689715","691539","692986","694768","696276","698414","701170","704618","706763","708116","708613","709307","710086","711693","712741","713492","713829","714857","716587","717192","717717","719052","720082","720462",
"남양주시","남","시군별 세대 및 인구","","","","339368","","","341759","","","344299","","","344492","","","346419","","","349026","","","353083","","","354283","","","356000","","","356948","","","358142","","","359442",
"남양주시","여","시군별 세대 및 인구","","","","338853","","","341248","","","344015","","","344473","","","346567","","","349388","","","353680","","","355024","","","356741","","","357909","","","359575","","","361020",
"남양주시","세대수","시군별 세대 및 인구","세대","256333","257359","258195","259020","259793","260372","261074","262207","262921","263504","263984","264488","265116","266237","267061","268285","269211","270211","271647","271647","274459","275474","275986","276656","277259","278183","278736","279137","279577","280236","281325","281998","282645","283718","","285334",
"남양주시","계","시군별 세대 및 인구","","667022","669553","671478","673241","674771","676078","677736","680245","681212","681385","681535","681828","682540","684411","685916","687575","689019","691107","693793","697225","699326","700598","701091","701830","702545","704172","705264","706069","706444","707485","709247","709881","710433","711815","712900","713321",
"남양주시","남","시군별 세대 및 인구","","333004","334256","335166","335970","336723","337412","338248","339427","339838","339862","339883","340030","340422","341356","342020","342750","343389","344481","345828","347547","348496","349141","349286","349664","350058","350840","351413","351837","351990","352439","353217","353465","353701","354477","355027","355197",
"남양주시","여","시군별 세대 및 인구","","334018","335297","336312","337271","338048","338666","339488","340818","341374","341523","341652","341798","342118","343055","343896","344825","345630","346626","347965","349678","350830","351457","351805","352166","352487","353332","353851","354232","354454","355046","356030","356416","356732","357338","357873","358124",
"남양주시","계","시군별 세대 및 인구","","6836","6776","6743","6785","6820","6929","6996","7077","7102","7157","7165","7137","7175","7128","7070","7193","7257","7307","7377","7393","7437","7518","7522","7477","7541","7521","7477","7423","7385","7372","7340","7311","7284","7237","7182","7141",
"남양주시","남","시군별 세대 및 인구","","","","4202","","","4347","","","4461","","","4462","","","4399","","","4545","","","4587","","","4619","","","4587","","","4509","","","4441","","","4245",
"남양주시","여","시군별 세대 및 인구","","","","2541","","","2582","","","2641","","","2675","","","2671","","","2762","","","2850","","","2858","","","2890","","","2863","","","2843","","","2896",
"파주시","합계","시군별 세대 및 인구","명","450013","450922","451740","452284","453391","454195","455247","457773","459669","461286","462224","463122","463822","464220","464437","464606","464859","465175","465334","465280","465171","465544","465632","465612","465609","465548","466117","466786","466894","467421","468010","470304","472381","474067","475214","476272",
"파주시","남","시군별 세대 및 인구","","","","231490","","","232817","","","235602","","","237376","","","238019","","","238472","","","238480","","","238868","","","239228","","","239721","","","241885","","","243636",
"파주시","여","시군별 세대 및 인구","","","","220250","","","221378","","","224067","","","225746","","","226418","","","226703","","","226691","","","226744","","","226889","","","227700","","","230496","","","232636",
"파주시","세대수","시군별 세대 및 인구","세대","181111","181829","182379","182723","183207","183614","184247","185486","186483","187439","187953","188407","188884","189382","189702","189952","190191","190474","190682","189224","191092","191502","191594","191668","191780","191890","192385","192716","193249","193902","194725","196157","197536","198536","","200270",
"파주시","계","시군별 세대 및 인구","","439281","440321","441100","441617","442585","443244","444181","446669","448546","450107","451018","451848","452564","453057","453267","453366","453600","453883","453942","453898","453825","454055","454107","454040","453961","453827","454494","455262","455471","456073","456788","459158","461314","463155","464453","465617",
"파주시","남","시군별 세대 및 인구","","223072","223554","223918","224181","224685","224975","225487","226711","227613","228383","228850","229250","229604","229915","229975","230009","230127","230304","230341","230315","230236","230435","230527","230461","230458","230409","230790","231142","231256","231522","231825","232919","233949","234915","235537","236049",
"파주시","여","시군별 세대 및 인구","","216209","216767","217182","217436","217900","218269","218694","219958","220933","221724","222168","222598","222960","223142","223292","223357","223473","223579","223601","223583","223589","223620","223580","223579","223503","223418","223704","224120","224215","224551","224963","226239","227365","228240","228916","229568",
