배출연도,배출월,광역시도,기초지자체,배출량(톤)
2018,4,경기도,파주시,751424
2018,4,경기도,이천시,421958
2018,4,경기도,화성시,2285663
2018,4,경기도,광주시,447927
2018,4,경기도,양주시,424938
2018,4,경기도,포천시,193326
2018,4,경기도,여주시,125912
2018,4,강원도,춘천시,169828
2018,4,강원도,원주시,787813
2018,4,강원도,강릉시,153082
2018,4,강원도,동해시,689265
2018,4,강원도,삼척시,65194
2018,4,강원도,홍천군,75438
2018,4,강원도,횡성군,61927
2018,4,강원도,고성군,4758
2018,4,충청북도,청주시,1115891
2018,4,충청남도,서산시,12422
2018,4,전라북도,군산시,579528
2018,4,전라북도,익산시,2996060
2018,4,전라북도,정읍시,591388
2018,4,전라북도,진안군,21068
2018,4,전라북도,임실군,16105
2018,4,전라북도,순창군,6522
2018,4,전라북도,고창군,60203
2018,4,전라북도,부안군,51199
2018,4,전라남도,순천시,298321
2018,4,전라남도,나주시,15521
2018,4,전라남도,광양시,531954
2018,4,전라남도,곡성군,69
2018,4,전라남도,무안군,5551
2018,4,경상북도,포항시,783154
2018,4,경상북도,김천시,264001
2018,4,경상북도,안동시,303184
2018,4,경상북도,구미시,1086152
2018,4,경상북도,영주시,70815
2018,4,경상북도,상주시,92288
2018,4,경상북도,경산시,379573
2018,4,경상북도,예천군,42400
2018,4,경상북도,울진군,121483
2018,4,경상북도,울릉군,1518
2018,4,경상남도,진주시,579280
2018,4,경상남도,통영시,39795
2018,4,경상남도,김해시,1423514
2018,4,경상남도,거제시,24989
2018,4,경상남도,양산시,242473
2018,4,경상남도,의령군,2423
2018,4,경상남도,창녕군,101239
2018,4,경상남도,고성군,7434
2018,4,제주특별자치도,제주시,1657614
2018,4,제주특별자치도,서귀포시,606356
2018,5,서울특별시,종로구,80468
2018,5,서울특별시,중구,175655
2018,5,서울특별시,용산구,5606
2018,5,서울특별시,성동구,357097
2018,5,서울특별시,광진구,172925
2018,5,서울특별시,동대문구,138277
2018,5,서울특별시,중랑구,479501
2018,5,서울특별시,성북구,199926
2018,5,서울특별시,도봉구,1722068
2018,5,서울특별시,노원구,1205650
2018,5,서울특별시,은평구,133370
2018,5,서울특별시,서대문구,479760
2018,5,서울특별시,마포구,1041365
2018,5,서울특별시,양천구,408946
2018,5,서울특별시,강서구,231154
2018,5,서울특별시,구로구,101661
2018,5,서울특별시,금천구,314722
2018,5,서울특별시,영등포구,826562
2018,5,서울특별시,동작구,463691
2018,5,서울특별시,관악구,1100
2018,5,서울특별시,서초구,408968
2018,5,서울특별시,강동구,427006
2018,5,서울특별시,송파구,1633993
2018,5,부산광역시,중구,7468
2018,5,부산광역시,서구,86261
2018,5,부산광역시,동구,54569
2018,5,부산광역시,영도구,156986
2018,5,부산광역시,부산진구,591292
2018,5,부산광역시,동래구,442473
2018,5,부산광역시,남구,502022
2018,5,부산광역시,북구,696671
2018,5,부산광역시,해운대구,1076435
2018,5,부산광역시,사하구,681067
2018,5,부산광역시,금정구,387511
2018,5,부산광역시,강서구,337899
2018,5,부산광역시,연제구,382902
2018,5,부산광역시,수영구,269328
2018,5,부산광역시,사상구,559941
2018,5,부산광역시,기장군,364088
2018,5,대구광역시,중구,141859
2018,5,대구광역시,동구,147831
2018,5,대구광역시,서구,76859
2018,5,대구광역시,남구,139802
2018,5,대구광역시,북구,410197
2018,5,대구광역시,수성구,516228
2018,5,대구광역시,달서구,1191816
2018,5,대구광역시,달성군,134786
2018,5,인천광역시,중구,126310
2018,5,인천광역시,동구,179753
2018,5,인천광역시,미추홀구,536807
2018,5,인천광역시,연수구,733508
2018,5,인천광역시,남동구,572888
2018,5,인천광역시,부평구,517101
2018,5,인천광역시,계양구,302967
2018,5,인천광역시,서구,1135246
2018,5,인천광역시,강화군,27118
2018,5,광주광역시,동구,108333
2018,5,광주광역시,서구,799860
2018,5,광주광역시,남구,441302
2018,5,광주광역시,북구,703656
2018,5,광주광역시,광산구,578526
2018,5,대전광역시,동구,25672
2018,5,대전광역시,중구,9785
2018,5,대전광역시,서구,83964
2018,5,대전광역시,유성구,60333
2018,5,대전광역시,대덕구,35729
2018,5,울산광역시,중구,110576
2018,5,울산광역시,남구,75752
2018,5,울산광역시,동구,86343
2018,5,울산광역시,북구,54526
2018,5,경기도,수원시장안구,768877
2018,5,경기도,수원시권선구,1143186
2018,5,경기도,수원시팔달구,364716
2018,5,경기도,수원시영통구,1417249
2018,5,경기도,성남시중원구,4380
2018,5,경기도,성남시분당구,13888
2018,5,경기도,의정부시,125415
2018,5,경기도,안양시,41207
2018,5,경기도,부천시,351159
2018,5,경기도,평택시,234329
2018,5,경기도,동두천시,221166
2018,5,경기도,고양시,14844
2018,5,경기도,구리시,709293
2018,5,경기도,남양주시,262948
2018,5,경기도,오산시,781709
2018,5,경기도,시흥시,25975
2018,5,경기도,군포시,177976
2018,5,경기도,의왕시,691839
2018,5,경기도,용인시,3224039
2018,5,경기도,파주시,820388
2018,5,경기도,이천시,458190
2018,5,경기도,화성시,2513209
2018,5,경기도,광주시,228670
2018,5,경기도,양주시,473909
2018,5,경기도,포천시,214927
2018,5,경기도,여주시,135326
2018,5,강원도,춘천시,185563
2018,5,강원도,원주시,856751
2018,5,강원도,강릉시,164969
2018,5,강원도,동해시,745302
2018,5,강원도,삼척시,70268
2018,5,강원도,홍천군,83729
2018,5,강원도,횡성군,68550
2018,5,강원도,고성군,5365
2018,5,충청북도,청주시,1234493
2018,5,충청남도,서산시,17259
2018,5,전라북도,군산시,628113
2018,5,전라북도,익산시,3272710
2018,5,전라북도,정읍시,642745
2018,5,전라북도,진안군,22620
2018,5,전라북도,임실군,19427
2018,5,전라북도,순창군,7432
2018,5,전라북도,고창군,64452
2018,5,전라북도,부안군,55640
2018,5,전라남도,순천시,344932
2018,5,전라남도,나주시,14369
2018,5,전라남도,광양시,605536
2018,5,전라남도,곡성군,25
2018,5,전라남도,무안군,5757
2018,5,전라남도,함평군,96
2018,5,경상북도,포항시,837119
2018,5,경상북도,김천시,283620
2018,5,경상북도,안동시,327981
2018,5,경상북도,구미시,1175965
2018,5,경상북도,영주시,76040
2018,5,경상북도,상주시,97818
2018,5,경상북도,경산시,423919
2018,5,경상북도,예천군,48361
2018,5,경상북도,울진군,127509
2018,5,경상북도,울릉군,1789
2018,5,경상남도,진주시,616216
2018,5,경상남도,통영시,42385
2018,5,경상남도,김해시,1547850
2018,5,경상남도,거제시,26268
2018,5,경상남도,양산시,270711
2018,5,경상남도,의령군,2636
2018,5,경상남도,창녕군,117303
2018,5,경상남도,고성군,10550
2018,5,제주특별자치도,제주시,1712580
2018,5,제주특별자치도,서귀포시,612731
2018,6,서울특별시,종로구,88239
2018,6,서울특별시,중구,190992
2018,6,서울특별시,용산구,5989
2018,6,서울특별시,성동구,395927
2018,6,서울특별시,광진구,193736
2018,6,서울특별시,동대문구,149113
2018,6,서울특별시,중랑구,525453
2018,6,서울특별시,성북구,218201
2018,6,서울특별시,도봉구,1733098
2018,6,서울특별시,노원구,1352017
2018,6,서울특별시,은평구,147033
2018,6,서울특별시,서대문구,523522
2018,6,서울특별시,마포구,1106710
2018,6,서울특별시,양천구,453553
2018,6,서울특별시,강서구,254594
2018,6,서울특별시,구로구,113062
2018,6,서울특별시,금천구,344448
2018,6,서울특별시,영등포구,905246
2018,6,서울특별시,동작구,502946
2018,6,서울특별시,관악구,28171
2018,6,서울특별시,서초구,450522
2018,6,서울특별시,강동구,477299
2018,6,서울특별시,송파구,1787258
2018,6,부산광역시,중구,8099
2018,6,부산광역시,서구,95771
2018,6,부산광역시,동구,57888
2018,6,부산광역시,영도구,169364
2018,6,부산광역시,부산진구,633069
2018,6,부산광역시,동래구,482693
2018,6,부산광역시,남구,552011
2018,6,부산광역시,북구,743238
2018,6,부산광역시,해운대구,1147768
2018,6,부산광역시,사하구,724857
2018,6,부산광역시,금정구,412336
2018,6,부산광역시,강서구,361318
2018,6,부산광역시,연제구,410805
2018,6,부산광역시,수영구,286231
2018,6,부산광역시,사상구,594039
2018,6,부산광역시,기장군,393228
2018,6,대구광역시,중구,157423
2018,6,대구광역시,동구,178021
2018,6,대구광역시,서구,82634
2018,6,대구광역시,남구,151305
2018,6,대구광역시,북구,459456
2018,6,대구광역시,수성구,556815
2018,6,대구광역시,달서구,1270377
2018,6,대구광역시,달성군,163543
2018,6,인천광역시,중구,136927
2018,6,인천광역시,동구,193694
2018,6,인천광역시,미추홀구,584399
2018,6,인천광역시,연수구,822858
2018,6,인천광역시,남동구,681885
2018,6,인천광역시,부평구,559769
2018,6,인천광역시,계양구,337627
2018,6,인천광역시,서구,1245688
2018,6,인천광역시,강화군,30660
2018,6,광주광역시,동구,120718
2018,6,광주광역시,서구,867940
2018,6,광주광역시,남구,487343
2018,6,광주광역시,북구,780459
2018,6,광주광역시,광산구,637012
2018,6,대전광역시,동구,28235
2018,6,대전광역시,중구,14268
2018,6,대전광역시,서구,97823
2018,6,대전광역시,유성구,65326
2018,6,대전광역시,대덕구,38676
2018,6,울산광역시,중구,132732
2018,6,울산광역시,남구,88958
2018,6,울산광역시,동구,93297
2018,6,울산광역시,북구,57621
2018,6,울산광역시,울주군,13
2018,6,경기도,수원시장안구,844367
2018,6,경기도,수원시권선구,1237799
2018,6,경기도,수원시팔달구,400332
2018,6,경기도,수원시영통구,1542298
2018,6,경기도,성남시중원구,4866
2018,6,경기도,성남시분당구,15547
2018,6,경기도,의정부시,137959
2018,6,경기도,안양시,47380
2018,6,경기도,부천시,393718
2018,6,경기도,평택시,248717
2018,6,경기도,동두천시,241496
2018,6,경기도,고양시,14653
2018,6,경기도,구리시,788727
2018,6,경기도,남양주시,306629
2018,6,경기도,오산시,848430
2018,6,경기도,시흥시,36658
2018,6,경기도,군포시,194834
2018,6,경기도,의왕시,752891
2018,6,경기도,용인시,3503677
2018,6,경기도,파주시,906293
2018,6,경기도,이천시,493609
2018,6,경기도,화성시,2715664
2018,6,경기도,광주시,82763
2018,6,경기도,양주시,545108
2018,6,경기도,포천시,232228
2018,6,경기도,여주시,146335
2018,6,강원도,춘천시,209141
2018,6,강원도,원주시,926830
2018,6,강원도,강릉시,178413
2018,6,강원도,동해시,738562
2018,6,강원도,삼척시,79461
2018,6,강원도,홍천군,88227
2018,6,강원도,횡성군,71938
2018,6,강원도,고성군,5460
2018,6,충청북도,청주시,1346697
2018,6,충청남도,서산시,22280
2018,6,전라북도,군산시,676011
2018,6,전라북도,익산시,3407856
2018,6,전라북도,정읍시,658697
2018,6,전라북도,진안군,18321
2018,6,전라북도,임실군,18067
2018,6,전라북도,순창군,8200
2018,6,전라북도,고창군,70897
2018,6,전라북도,부안군,58649
2018,6,전라남도,순천시,388290
2018,6,전라남도,나주시,15933
2018,6,전라남도,광양시,673245
2018,6,전라남도,곡성군,17
2018,6,전라남도,무안군,5032
2018,6,전라남도,함평군,2617
2018,6,경상북도,포항시,882110
2018,6,경상북도,김천시,303576
2018,6,경상북도,안동시,347251
2018,6,경상북도,구미시,1287245
2018,6,경상북도,영주시,81466
2018,6,경상북도,상주시,103087
2018,6,경상북도,경산시,519816
2018,6,경상북도,예천군,53023
2018,6,경상북도,울진군,139432
2018,6,경상북도,울릉군,1880
2018,6,경상남도,진주시,678882
2018,6,경상남도,통영시,44607
2018,6,경상남도,김해시,1674308
2018,6,경상남도,거제시,28668
2018,6,경상남도,양산시,299064
2018,6,경상남도,의령군,3057
2018,6,경상남도,창녕군,132058
2018,6,경상남도,고성군,13321
2018,6,제주특별자치도,제주시,1820364
2018,6,제주특별자치도,서귀포시,618700
2018,7,서울특별시,종로구,102224
2018,7,서울특별시,중구,228938
2018,7,서울특별시,용산구,6643
2018,7,서울특별시,성동구,430808
2018,7,서울특별시,광진구,213829
2018,7,서울특별시,동대문구,169182
2018,7,서울특별시,중랑구,583945
2018,7,서울특별시,성북구,240607
2018,7,서울특별시,강북구,334
2018,7,서울특별시,도봉구,1978855
2018,7,서울특별시,노원구,1497329
2018,7,서울특별시,은평구,162163
2018,7,서울특별시,서대문구,576903
2018,7,서울특별시,마포구,1190173
2018,7,서울특별시,양천구,536106
2018,7,서울특별시,강서구,285160
2018,7,서울특별시,구로구,124894
2018,7,서울특별시,금천구,384435
2018,7,서울특별시,영등포구,991827
2018,7,서울특별시,동작구,554267
2018,7,서울특별시,관악구,76307
2018,7,서울특별시,서초구,493881
2018,7,서울특별시,강동구,530479
2018,7,서울특별시,송파구,1967065
2018,7,부산광역시,중구,9508
2018,7,부산광역시,서구,113313
2018,7,부산광역시,동구,67220
2018,7,부산광역시,영도구,195210
2018,7,부산광역시,부산진구,744697
2018,7,부산광역시,동래구,563116
2018,7,부산광역시,남구,642644
2018,7,부산광역시,북구,868840
2018,7,부산광역시,해운대구,1344541
2018,7,부산광역시,사하구,839525
2018,7,부산광역시,금정구,481034
2018,7,부산광역시,강서구,414577
2018,7,부산광역시,연제구,482333
2018,7,부산광역시,수영구,332966
2018,7,부산광역시,사상구,687742
2018,7,부산광역시,기장군,452848
2018,7,대구광역시,중구,178080
2018,7,대구광역시,동구,237383
2018,7,대구광역시,서구,123761
2018,7,대구광역시,남구,176655
2018,7,대구광역시,북구,551937
2018,7,대구광역시,수성구,686664
2018,7,대구광역시,달서구,1493021
2018,7,대구광역시,달성군,200119
2018,7,인천광역시,중구,153230
2018,7,인천광역시,동구,216447
2018,7,인천광역시,미추홀구,653138
2018,7,인천광역시,연수구,911728
2018,7,인천광역시,남동구,772135
2018,7,인천광역시,부평구,623992
2018,7,인천광역시,계양구,393327
2018,7,인천광역시,서구,1402424
2018,7,인천광역시,강화군,33665
2018,7,광주광역시,동구,139020
2018,7,광주광역시,서구,989877
2018,7,광주광역시,남구,553863
2018,7,광주광역시,북구,910528
2018,7,광주광역시,광산구,726715
2018,7,대전광역시,동구,38257
2018,7,대전광역시,중구,29143
2018,7,대전광역시,서구,114027
2018,7,대전광역시,유성구,71540
2018,7,대전광역시,대덕구,44050
2018,7,울산광역시,중구,188287
2018,7,울산광역시,남구,118439
2018,7,울산광역시,동구,109914
2018,7,울산광역시,북구,154769
2018,7,경기도,수원시장안구,958631
2018,7,경기도,수원시권선구,1406776
2018,7,경기도,수원시팔달구,447309
2018,7,경기도,수원시영통구,1705700
2018,7,경기도,성남시중원구,5404
2018,7,경기도,성남시분당구,17021
2018,7,경기도,의정부시,131963
2018,7,경기도,안양시,62858
2018,7,경기도,부천시,453691
2018,7,경기도,평택시,285882
2018,7,경기도,동두천시,271004
2018,7,경기도,고양시,15656
2018,7,경기도,구리시,860583
2018,7,경기도,남양주시,371972
2018,7,경기도,오산시,951501
2018,7,경기도,시흥시,47560
2018,7,경기도,군포시,226776
2018,7,경기도,의왕시,834328
2018,7,경기도,용인시,3920418
2018,7,경기도,파주시,1031154
2018,7,경기도,이천시,578634
2018,7,경기도,화성시,3043015
2018,7,경기도,광주시,19544
2018,7,경기도,양주시,631747
2018,7,경기도,포천시,273278
2018,7,경기도,여주시,176548
2018,7,강원도,춘천시,246441
2018,7,강원도,원주시,1107620
2018,7,강원도,강릉시,211522
2018,7,강원도,동해시,849981
2018,7,강원도,삼척시,97163
2018,7,강원도,홍천군,107890
2018,7,강원도,횡성군,88312
2018,7,강원도,고성군,12589
2018,7,충청북도,청주시,1559316
2018,7,충청남도,서산시,24904
2018,7,전라북도,군산시,772469
2018,7,전라북도,익산시,3884328
2018,7,전라북도,정읍시,792411
2018,7,전라북도,진안군,33078
2018,7,전라북도,임실군,21227
2018,7,전라북도,순창군,9312
2018,7,전라북도,고창군,89888
2018,7,전라북도,부안군,68571
2018,7,전라남도,순천시,461810
2018,7,전라남도,나주시,17651
2018,7,전라남도,광양시,648778
2018,7,전라남도,곡성군,32
2018,7,전라남도,무안군,5574
2018,7,전라남도,함평군,3103
2018,7,경상북도,포항시,1054100
2018,7,경상북도,김천시,378952
2018,7,경상북도,안동시,428278
2018,7,경상북도,구미시,1496776
2018,7,경상북도,영주시,121367
2018,7,경상북도,상주시,125454
2018,7,경상북도,경산시,633193
2018,7,경상북도,예천군,66929
2018,7,경상북도,울진군,171393
2018,7,경상북도,울릉군,1864
2018,7,경상남도,진주시,796284
2018,7,경상남도,통영시,52339
2018,7,경상남도,김해시,1944812
2018,7,경상남도,거제시,33123
2018,7,경상남도,양산시,351441
2018,7,경상남도,의령군,3377
2018,7,경상남도,창녕군,156390
2018,7,경상남도,고성군,18008
2018,7,제주특별자치도,제주시,2221635
2018,7,제주특별자치도,서귀포시,720203
2018,8,서울특별시,종로구,96706
2018,8,서울특별시,중구,197084
2018,8,서울특별시,용산구,5543
2018,8,서울특별시,성동구,376979
2018,8,서울특별시,광진구,185020
2018,8,서울특별시,동대문구,213426
2018,8,서울특별시,중랑구,490172
2018,8,서울특별시,성북구,203226
2018,8,서울특별시,강북구,16335
2018,8,서울특별시,도봉구,1657438
2018,8,서울특별시,노원구,1287189
2018,8,서울특별시,은평구,140858
2018,8,서울특별시,서대문구,490946
2018,8,서울특별시,마포구,1084492
2018,8,서울특별시,양천구,535491
2018,8,서울특별시,강서구,244980
2018,8,서울특별시,구로구,107367
2018,8,서울특별시,금천구,330688
2018,8,서울특별시,영등포구,853786
2018,8,서울특별시,동작구,475126
2018,8,서울특별시,관악구,71203
2018,8,서울특별시,서초구,434281
2018,8,서울특별시,강남구,2
2018,8,서울특별시,강동구,450552
2018,8,서울특별시,송파구,1698041
2018,8,부산광역시,중구,7951
2018,8,부산광역시,서구,98800
2018,8,부산광역시,동구,57820
2018,8,부산광역시,영도구,168382
2018,8,부산광역시,부산진구,630850
2018,8,부산광역시,동래구,483348
2018,8,부산광역시,남구,550849
2018,8,부산광역시,북구,736333
2018,8,부산광역시,해운대구,1160313
2018,8,부산광역시,사하구,715339
2018,8,부산광역시,금정구,416464
2018,8,부산광역시,강서구,351305
2018,8,부산광역시,연제구,409279
2018,8,부산광역시,수영구,288399
2018,8,부산광역시,사상구,585988
2018,8,부산광역시,기장군,390730
2018,8,대구광역시,중구,153843
2018,8,대구광역시,동구,213155
2018,8,대구광역시,서구,104968
2018,8,대구광역시,남구,155693
2018,8,대구광역시,북구,479215
2018,8,대구광역시,수성구,601310
2018,8,대구광역시,달서구,1307996
2018,8,대구광역시,달성군,179458
2018,8,인천광역시,중구,133170
2018,8,인천광역시,동구,184035
2018,8,인천광역시,미추홀구,563468
2018,8,인천광역시,연수구,777476
2018,8,인천광역시,남동구,661983
2018,8,인천광역시,부평구,530743
2018,8,인천광역시,계양구,346893
2018,8,인천광역시,서구,1203370
2018,8,인천광역시,강화군,30723
2018,8,광주광역시,동구,116394
2018,8,광주광역시,서구,829337
2018,8,광주광역시,남구,468790
2018,8,광주광역시,북구,775742
2018,8,광주광역시,광산구,618277
2018,8,대전광역시,동구,56450
2018,8,대전광역시,중구,49845
2018,8,대전광역시,서구,100543
2018,8,대전광역시,유성구,74222
2018,8,대전광역시,대덕구,38187
2018,8,울산광역시,중구,167417
2018,8,울산광역시,남구,112846
2018,8,울산광역시,동구,96757
2018,8,울산광역시,북구,156360
2018,8,경기도,수원시장안구,813660
2018,8,경기도,수원시권선구,1218396
2018,8,경기도,수원시팔달구,383741
2018,8,경기도,수원시영통구,1465056
2018,8,경기도,성남시중원구,4603
2018,8,경기도,성남시분당구,14234
2018,8,경기도,의정부시,132279
2018,8,경기도,안양시,111832
2018,8,경기도,부천시,396874
2018,8,경기도,평택시,245883
2018,8,경기도,동두천시,233176
2018,8,경기도,고양시,13420
2018,8,경기도,구리시,718399
2018,8,경기도,남양주시,369265
2018,8,경기도,오산시,816000
2018,8,경기도,시흥시,43876
2018,8,경기도,군포시,195146
2018,8,경기도,의왕시,723944
2018,8,경기도,용인시,3379593
2018,8,경기도,파주시,874044
2018,8,경기도,이천시,509603
2018,8,경기도,화성시,2623382
2018,8,경기도,광주시,19634
2018,8,경기도,양주시,543237
2018,8,경기도,포천시,233692
2018,8,경기도,여주시,159353
2018,8,강원도,춘천시,233479
2018,8,강원도,원주시,990760
2018,8,강원도,강릉시,201417
2018,8,강원도,동해시,821631
2018,8,강원도,삼척시,88312
2018,8,강원도,홍천군,96519
2018,8,강원도,횡성군,80078
2018,8,강원도,고성군,19347
2018,8,충청북도,청주시,1379626
2018,8,충청남도,서산시,24116
2018,8,전라북도,군산시,673415
2018,8,전라북도,익산시,3346049
2018,8,전라북도,정읍시,690925
2018,8,전라북도,진안군,35249
2018,8,전라북도,임실군,18931
2018,8,전라북도,순창군,7888
2018,8,전라북도,고창군,69389
2018,8,전라북도,부안군,59691
2018,8,전라남도,순천시,393256
2018,8,전라남도,나주시,15145
2018,8,전라남도,광양시,563135
2018,8,전라남도,곡성군,38
2018,8,전라남도,무안군,6279
2018,8,전라남도,함평군,2896
2018,8,경상북도,포항시,952169
2018,8,경상북도,김천시,339484
2018,8,경상북도,안동시,380090
2018,8,경상북도,구미시,1302649
2018,8,경상북도,영주시,128076
2018,8,경상북도,영천시,95
2018,8,경상북도,상주시,116276
2018,8,경상북도,경산시,562275
2018,8,경상북도,예천군,60022
2018,8,경상북도,울진군,163804
2018,8,경상북도,울릉군,2039
2018,8,경상남도,진주시,679793
2018,8,경상남도,통영시,44765
2018,8,경상남도,김해시,1663621
2018,8,경상남도,거제시,34927
2018,8,경상남도,양산시,306360
2018,8,경상남도,의령군,2952
2018,8,경상남도,창녕군,128319
2018,8,경상남도,고성군,17283
2018,8,제주특별자치도,제주시,2071588
2018,8,제주특별자치도,서귀포시,690458
2018,9,서울특별시,종로구,100448
2018,9,서울특별시,중구,195296
2018,9,서울특별시,용산구,5632
2018,9,서울특별시,성동구,364749
2018,9,서울특별시,광진구,188737
2018,9,서울특별시,동대문구,280647
2018,9,서울특별시,중랑구,500121
2018,9,서울특별시,성북구,203657
2018,9,서울특별시,강북구,17623
2018,9,서울특별시,도봉구,1658676
2018,9,서울특별시,노원구,1297320
2018,9,서울특별시,은평구,139833
2018,9,서울특별시,서대문구,485680
2018,9,서울특별시,마포구,992369
2018,9,서울특별시,양천구,496983
2018,9,서울특별시,강서구,241031
2018,9,서울특별시,구로구,106028
2018,9,서울특별시,금천구,330949
2018,9,서울특별시,영등포구,840155
2018,9,서울특별시,동작구,476577
2018,9,서울특별시,관악구,80706
2018,9,서울특별시,서초구,410120
2018,9,서울특별시,강남구,1519
2018,9,서울특별시,강동구,474454
2018,9,서울특별시,송파구,1637529
2018,9,부산광역시,중구,8338
2018,9,부산광역시,서구,99969
2018,9,부산광역시,동구,58638
2018,9,부산광역시,영도구,172479
2018,9,부산광역시,부산진구,640417
2018,9,부산광역시,동래구,479922
2018,9,부산광역시,남구,554093
2018,9,부산광역시,북구,734449
2018,9,부산광역시,해운대구,1131400
2018,9,부산광역시,사하구,719981
2018,9,부산광역시,금정구,409426
2018,9,부산광역시,강서구,337874
2018,9,부산광역시,연제구,408588
2018,9,부산광역시,수영구,282217
2018,9,부산광역시,사상구,598001
2018,9,부산광역시,기장군,373815
2018,9,대구광역시,중구,151444
2018,9,대구광역시,동구,206658
2018,9,대구광역시,서구,107513
2018,9,대구광역시,남구,158172
2018,9,대구광역시,북구,470550
2018,9,대구광역시,수성구,582700
2018,9,대구광역시,달서구,1291447
2018,9,대구광역시,달성군,172789
2018,9,인천광역시,중구,132003
2018,9,인천광역시,동구,192537
2018,9,인천광역시,미추홀구,584484
2018,9,인천광역시,연수구,783221
2018,9,인천광역시,남동구,669122
2018,9,인천광역시,부평구,544828
2018,9,인천광역시,계양구,354828
2018,9,인천광역시,서구,1203317
2018,9,인천광역시,강화군,30579
2018,9,광주광역시,동구,123137
2018,9,광주광역시,서구,854191
2018,9,광주광역시,남구,469873
2018,9,광주광역시,북구,781804
2018,9,광주광역시,광산구,631041
2018,9,대전광역시,동구,57966
2018,9,대전광역시,중구,52404
2018,9,대전광역시,서구,101813
2018,9,대전광역시,유성구,73546
2018,9,대전광역시,대덕구,50805
2018,9,울산광역시,중구,165741
2018,9,울산광역시,남구,127366
2018,9,울산광역시,동구,91193
2018,9,울산광역시,북구,150500
2018,9,경기도,수원시장안구,793775
2018,9,경기도,수원시권선구,1163896
2018,9,경기도,수원시팔달구,375556
2018,9,경기도,수원시영통구,1421057
2018,9,경기도,성남시중원구,4579
2018,9,경기도,성남시분당구,13862
2018,9,경기도,의정부시,138604
2018,9,경기도,안양시,118197
2018,9,경기도,부천시,399444
2018,9,경기도,평택시,238489
2018,9,경기도,동두천시,221765
2018,9,경기도,고양시,11794
2018,9,경기도,과천시,0
2018,9,경기도,구리시,742942
2018,9,경기도,남양주시,379372
2018,9,경기도,오산시,789350
2018,9,경기도,시흥시,44023
2018,9,경기도,군포시,185467
2018,9,경기도,의왕시,699519
2018,9,경기도,용인시,3303986
2018,9,경기도,파주시,821795
2018,9,경기도,이천시,484047
2018,9,경기도,화성시,2510521
2018,9,경기도,광주시,4781
2018,9,경기도,양주시,522608
2018,9,경기도,포천시,225810
2018,9,경기도,여주시,149650
2018,9,강원도,춘천시,228708
2018,9,강원도,원주시,946229
2018,9,강원도,강릉시,188888
2018,9,강원도,동해시,741718
2018,9,강원도,삼척시,83519
2018,9,강원도,홍천군,89766
2018,9,강원도,횡성군,77488
2018,9,강원도,고성군,16204
2018,9,충청북도,청주시,1337472
2018,9,충청남도,서산시,22847
2018,9,전라북도,군산시,687496
2018,9,전라북도,익산시,3272522
2018,9,전라북도,정읍시,654402
2018,9,전라북도,진안군,19122
2018,9,전라북도,임실군,19057
2018,9,전라북도,순창군,7886
2018,9,전라북도,고창군,73619
2018,9,전라북도,부안군,58620
2018,9,전라남도,순천시,400759
2018,9,전라남도,나주시,14208
2018,9,전라남도,광양시,580885
2018,9,전라남도,곡성군,66
2018,9,전라남도,무안군,5475
2018,9,전라남도,함평군,3163
2018,9,경상북도,포항시,917175
2018,9,경상북도,김천시,337237
2018,9,경상북도,안동시,376671
2018,9,경상북도,구미시,1257641
2018,9,경상북도,영주시,137267
2018,9,경상북도,영천시,837
2018,9,경상북도,상주시,111585
2018,9,경상북도,경산시,546548
2018,9,경상북도,예천군,57711
2018,9,경상북도,울진군,150371
2018,9,경상북도,울릉군,2077
2018,9,경상남도,진주시,656717
2018,9,경상남도,통영시,43793
2018,9,경상남도,김해시,1601290
2018,9,경상남도,거제시,32421
2018,9,경상남도,양산시,299406
2018,9,경상남도,의령군,3276
2018,9,경상남도,창녕군,139740
2018,9,경상남도,고성군,17997
2018,9,제주특별자치도,제주시,1789571
2018,9,제주특별자치도,서귀포시,616029
2018,10,서울특별시,종로구,96482
2018,10,서울특별시,중구,185296
2018,10,서울특별시,용산구,5357
2018,10,서울특별시,성동구,357592
2018,10,서울특별시,광진구,187408
2018,10,서울특별시,동대문구,272202
2018,10,서울특별시,중랑구,473911
2018,10,서울특별시,성북구,194371
2018,10,서울특별시,강북구,17660
2018,10,서울특별시,도봉구,1638847
2018,10,서울특별시,노원구,1244464
2018,10,서울특별시,은평구,142040
2018,10,서울특별시,서대문구,456688
2018,10,서울특별시,마포구,976002
2018,10,서울특별시,양천구,501016
2018,10,서울특별시,강서구,234551
2018,10,서울특별시,구로구,101762
2018,10,서울특별시,금천구,306757
2018,10,서울특별시,영등포구,793911
2018,10,서울특별시,동작구,468546
2018,10,서울특별시,관악구,78584
2018,10,서울특별시,서초구,399409
2018,10,서울특별시,강남구,8556
2018,10,서울특별시,강동구,486059
2018,10,서울특별시,송파구,1576512
2018,10,부산광역시,중구,7190
2018,10,부산광역시,서구,92165
2018,10,부산광역시,동구,53681
2018,10,부산광역시,영도구,155064
2018,10,부산광역시,부산진구,596640
2018,10,부산광역시,동래구,456831
2018,10,부산광역시,남구,519984
2018,10,부산광역시,북구,687520
2018,10,부산광역시,해운대구,1055346
2018,10,부산광역시,사하구,666889
2018,10,부산광역시,금정구,385772
2018,10,부산광역시,강서구,329018
